Date,Product,Product Family,Platform,Article,Download,Severity,Impact,Details
05/09/2017,Internet Explorer 11,Browser,Windows 8.1 for x64-based systems,4019215,Monthly Rollup,Important,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows 8.1 for x64-based systems,4018271,IE Cumulative,Important,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows 10 Version 1511 for x64-based Systems,4019473,Security Update,Important,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows 10 Version 1607 for x64-based Systems,4019472,Security Update,Important,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows 10 Version 1607 for 32-bit Systems,4019472,Security Update,Important,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows 7 for x64-based Systems Service Pack 1,4019264,Monthly Rollup,Important,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows 7 for x64-based Systems Service Pack 1,4018271,IE Cumulative,Important,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows 10 for x64-based Systems,4019474,Security Update,Important,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows 7 for 32-bit Systems Service Pack 1,4019264,Monthly Rollup,Important,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows 7 for 32-bit Systems Service Pack 1,4018271,IE Cumulative,Important,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows Server 2012 R2,4019215,Monthly Rollup,Low,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows Server 2012 R2,4018271,IE Cumulative,Low,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows 10 for 32-bit Systems,4019474,Security Update,Important,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows RT 8.1,4019215,Monthly Rollup,Important,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows Server 2016,4019472,Security Update,Low,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows 10 Version 1703 for x64-based Systems,4016871,Security Update,Important,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 11,Browser,Windows 10 Version 1703 for 32-bit Systems,4016871,Security Update,Important,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 10,Browser,Windows Server 2012,4019216,Monthly Rollup,Low,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 10,Browser,Windows Server 2012,4018271,IE Cumulative,Low,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 9,Browser,Windows Server 2008 for 32-bit Systems Service Pack 2,4018271,IE Cumulative,Low,Security Feature Bypass,CVE-2017-0064
05/09/2017,Internet Explorer 9,Browser,Windows Server 2008 for x64-based Systems Service Pack 2,4018271,IE Cumulative,Low,Security Feature Bypass,CVE-2017-0064
05/09/2017,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,4019149,Security Update,Important,Elevation of Privilege,CVE-2017-0077
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Denial of Service,CVE-2017-0077
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4019263,Security Only,Important,Denial of Service,CVE-2017-0077
05/09/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4019215,Monthly Rollup,Important,Denial of Service,CVE-2017-0077
05/09/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4019213,Security Only,Important,Denial of Service,CVE-2017-0077
05/09/2017,Windows 10 Version 1511 for 32-bit Systems,Windows,,4019473,Security Update,Important,Denial of Service,CVE-2017-0077
05/09/2017,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,4019149,Security Update,Important,Elevation of Privilege,CVE-2017-0077
05/09/2017,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,4019149,Security Update,Important,Elevation of Privilege,CVE-2017-0077
05/09/2017,Windows 8.1 for 32-bit systems,Windows,,4019215,Monthly Rollup,Important,Denial of Service,CVE-2017-0077
05/09/2017,Windows 8.1 for 32-bit systems,Windows,,4019213,Security Only,Important,Denial of Service,CVE-2017-0077
05/09/2017,Windows 8.1 for x64-based systems,Windows,,4019215,Monthly Rollup,Important,Denial of Service,CVE-2017-0077
05/09/2017,Windows 8.1 for x64-based systems,Windows,,4019213,Security Only,Important,Denial of Service,CVE-2017-0077
05/09/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Elevation of Privilege,CVE-2017-0077
05/09/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4019263,Security Only,Important,Elevation of Privilege,CVE-2017-0077
05/09/2017,Windows Server 2012,Windows,,4019216,Monthly Rollup,Important,Denial of Service,CVE-2017-0077
05/09/2017,Windows Server 2012,Windows,,4019214,Security Only,Important,Denial of Service,CVE-2017-0077
05/09/2017,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,4019149,Security Update,Important,Elevation of Privilege,CVE-2017-0077
05/09/2017,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,4019149,Security Update,Important,Elevation of Privilege,CVE-2017-0077
05/09/2017,Windows 10 Version 1511 for x64-based Systems,Windows,,4019473,Security Update,Important,Denial of Service,CVE-2017-0077
05/09/2017,Windows 10 Version 1607 for x64-based Systems,Windows,,4019472,Security Update,Important,Denial of Service,CVE-2017-0077
05/09/2017,Windows 10 Version 1607 for 32-bit Systems,Windows,,4019472,Security Update,Important,Denial of Service,CVE-2017-0077
05/09/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Elevation of Privilege,CVE-2017-0077
05/09/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4019263,Security Only,Important,Elevation of Privilege,CVE-2017-0077
05/09/2017,Windows 10 Version 1511 for 32-bit Systems,Windows,,4019473,Security Update,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,4018466,Security Update,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,4018466,Security Update,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 8.1 for 32-bit systems,Windows,,4019215,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 8.1 for 32-bit systems,Windows,,4019213,Security Only,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 8.1 for x64-based systems,Windows,,4019215,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 8.1 for x64-based systems,Windows,,4019213,Security Only,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4019263,Security Only,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2012,Windows,,4019216,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2012,Windows,,4019214,Security Only,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,4018466,Security Update,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,4018466,Security Update,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 10 Version 1511 for x64-based Systems,Windows,,4019473,Security Update,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 10 Version 1607 for x64-based Systems,Windows,,4019472,Security Update,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 10 Version 1607 for 32-bit Systems,Windows,,4019472,Security Update,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4019263,Security Only,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 10 for x64-based Systems,Windows,,4019474,Security Update,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2012 (Server Core installation),Windows,,4019216,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2012 (Server Core installation),Windows,,4019214,Security Only,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4019263,Security Only,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4019264,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4019263,Security Only,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2012 R2,Windows,,4019215,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2012 R2,Windows,,4019213,Security Only,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 10 for 32-bit Systems,Windows,,4019474,Security Update,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows RT 8.1,Windows,,4019215,Monthly Rollup,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2016,Windows,,4019472,Security Update,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2016  (Server Core installation),Windows,,4019472,Security Update,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 10 Version 1703 for x64-based Systems,Windows,,4016871,Security Update,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows 10 Version 1703 for 32-bit Systems,Windows,,4016871,Security Update,Critical,Remote Code Execution,CVE-2017-0272
05/09/2017,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,4018466,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4019263,Security Only,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4019215,Monthly Rollup,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4019213,Security Only,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 10 Version 1511 for 32-bit Systems,Windows,,4019473,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,4018466,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,4018466,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 8.1 for 32-bit systems,Windows,,4019215,Monthly Rollup,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 8.1 for 32-bit systems,Windows,,4019213,Security Only,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 8.1 for x64-based systems,Windows,,4019215,Monthly Rollup,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 8.1 for x64-based systems,Windows,,4019213,Security Only,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4019263,Security Only,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2012,Windows,,4019216,Monthly Rollup,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2012,Windows,,4019214,Security Only,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,4018466,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,4018466,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 10 Version 1511 for x64-based Systems,Windows,,4019473,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 10 Version 1607 for x64-based Systems,Windows,,4019472,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 10 Version 1607 for 32-bit Systems,Windows,,4019472,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4019263,Security Only,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 10 for x64-based Systems,Windows,,4019474,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2012 (Server Core installation),Windows,,4019216,Monthly Rollup,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2012 (Server Core installation),Windows,,4019214,Security Only,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4019263,Security Only,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4019264,Monthly Rollup,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4019263,Security Only,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2012 R2,Windows,,4019215,Monthly Rollup,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2012 R2,Windows,,4019213,Security Only,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 10 for 32-bit Systems,Windows,,4019474,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows RT 8.1,Windows,,4019215,Monthly Rollup,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2016,Windows,,4019472,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2016  (Server Core installation),Windows,,4019472,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 10 Version 1703 for x64-based Systems,Windows,,4016871,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows 10 Version 1703 for 32-bit Systems,Windows,,4016871,Security Update,Important,Denial of Service,CVE-2017-0273
05/09/2017,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,4018466,Security Update,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4019263,Security Only,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4019215,Monthly Rollup,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4019213,Security Only,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows 10 Version 1511 for 32-bit Systems,Windows,,4019473,Security Update,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,4018466,Security Update,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,4018466,Security Update,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows 8.1 for 32-bit systems,Windows,,4019215,Monthly Rollup,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows 8.1 for 32-bit systems,Windows,,4019213,Security Only,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows 8.1 for x64-based systems,Windows,,4019215,Monthly Rollup,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows 8.1 for x64-based systems,Windows,,4019213,Security Only,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4019263,Security Only,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows Server 2012,Windows,,4019216,Monthly Rollup,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows Server 2012,Windows,,4019214,Security Only,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,4018466,Security Update,Important,Information Disclosure,CVE-2017-0274
05/09/2017,Windows Server 2016,Windows,,4019472,Security Update,Important,Denial of Service,CVE-2017-0269
05/09/2017,Windows Server 2016  (Server Core installation),Windows,,4019472,Security Update,Important,Denial of Service,CVE-2017-0269
05/09/2017,Windows 10 Version 1703 for x64-based Systems,Windows,,4016871,Security Update,Important,Denial of Service,CVE-2017-0269
05/09/2017,Windows 10 Version 1703 for 32-bit Systems,Windows,,4016871,Security Update,Important,Denial of Service,CVE-2017-0269
05/09/2017,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,4018466,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4019263,Security Only,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4019215,Monthly Rollup,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4019213,Security Only,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 10 Version 1511 for 32-bit Systems,Windows,,4019473,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,4018466,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,4018466,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 8.1 for 32-bit systems,Windows,,4019215,Monthly Rollup,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 8.1 for 32-bit systems,Windows,,4019213,Security Only,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 8.1 for x64-based systems,Windows,,4019215,Monthly Rollup,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 8.1 for x64-based systems,Windows,,4019213,Security Only,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4019263,Security Only,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2012,Windows,,4019216,Monthly Rollup,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2012,Windows,,4019214,Security Only,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,4018466,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,4018466,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 10 Version 1511 for x64-based Systems,Windows,,4019473,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 10 Version 1607 for x64-based Systems,Windows,,4019472,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 10 Version 1607 for 32-bit Systems,Windows,,4019472,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4019263,Security Only,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 10 for x64-based Systems,Windows,,4019474,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2012 (Server Core installation),Windows,,4019216,Monthly Rollup,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2012 (Server Core installation),Windows,,4019214,Security Only,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4019263,Security Only,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4019264,Monthly Rollup,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4019263,Security Only,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2012 R2,Windows,,4019215,Monthly Rollup,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2012 R2,Windows,,4019213,Security Only,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 10 for 32-bit Systems,Windows,,4019474,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows RT 8.1,Windows,,4019215,Monthly Rollup,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2016,Windows,,4019472,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2016  (Server Core installation),Windows,,4019472,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 10 Version 1703 for x64-based Systems,Windows,,4016871,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows 10 Version 1703 for 32-bit Systems,Windows,,4016871,Security Update,Important,Information Disclosure,CVE-2017-0270
05/09/2017,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,4018466,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4019263,Security Only,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4019215,Monthly Rollup,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4019213,Security Only,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 10 Version 1511 for 32-bit Systems,Windows,,4019473,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,4018466,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,4018466,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 8.1 for 32-bit systems,Windows,,4019215,Monthly Rollup,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 8.1 for 32-bit systems,Windows,,4019213,Security Only,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 8.1 for x64-based systems,Windows,,4019215,Monthly Rollup,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 8.1 for x64-based systems,Windows,,4019213,Security Only,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4019263,Security Only,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2012,Windows,,4019216,Monthly Rollup,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2012,Windows,,4019214,Security Only,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,4018466,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,4018466,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 10 Version 1511 for x64-based Systems,Windows,,4019473,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 10 Version 1607 for x64-based Systems,Windows,,4019472,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 10 Version 1607 for 32-bit Systems,Windows,,4019472,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4019263,Security Only,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 10 for x64-based Systems,Windows,,4019474,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2012 (Server Core installation),Windows,,4019216,Monthly Rollup,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2012 (Server Core installation),Windows,,4019214,Security Only,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4019264,Monthly Rollup,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4019263,Security Only,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4019264,Monthly Rollup,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4019263,Security Only,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2012 R2,Windows,,4019215,Monthly Rollup,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2012 R2,Windows,,4019213,Security Only,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 10 for 32-bit Systems,Windows,,4019474,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows RT 8.1,Windows,,4019215,Monthly Rollup,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2016,Windows,,4019472,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2016  (Server Core installation),Windows,,4019472,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 10 Version 1703 for x64-based Systems,Windows,,4016871,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows 10 Version 1703 for 32-bit Systems,Windows,,4016871,Security Update,Important,Information Disclosure,CVE-2017-0271
05/09/2017,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,4018466,Security Update,Critical,Remote Code Execution,CVE-2017-0272
